"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Awareness_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Awareness_Completed"
362,"UNI22","Full-time","No","Year 1","3","Psychology with Counselling","No","Demiguy","Non-UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1
363,"UNI22","Full-time","No","Final Year","4","Psychology BSc","Yes","Male","Non-UKRN",1,0,0,1,0,0,1,0,1,3,1,1,0,1,1,1
364,"UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male ","Non-UKRN",1,1,1,0,1,1,0,0,0,4,1,1,0,0,1,1
365,"UNI21","Full-time","Yes","Year 1","3","Psychology ","No","Female","Non-UKRN",1,0,0,1,0,0,1,1,1,4,1,1,1,1,1,1
366,"UNI21","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,NA,0,0,1
367,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,NA,0,0,1
368,"UNI22","Full-time","Yes","Year 2","3","Psychology with Behaviour Analysis ","Yes","Female","Non-UKRN",1,1,0,0,0,0,0,0,1,2,0,NA,NA,0,0,1
369,"UNI19","Full-time","No","Year 2","3","Psychology Bsc","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,0,1,3,1,1,1,0,1,1
370,"UNI21","Full-time","Yes","Year 2","4","Psychology","No","Female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
371,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology/ Psychology with year of professional placement ","No","male","Non-UKRN",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
372,"UNI21","Full-time","No","Final Year","3","BScHons Psychology","No","Female","Non-UKRN",1,0,0,1,0,0,0,1,1,3,1,1,0,0,0,1
373,"UNI22","Full-time","No","Year 2","3","\psychology with criminology","Yes","female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
374,"UKRN05","Full-time","No","Year 1","3","BSc psychology ","No","Female ","UKRN",1,0,0,1,0,0,1,0,1,3,0,NA,NA,0,0,1
375,"UNI19","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,1,0,1,1,0,0,0,4,0,NA,NA,0,0,1
376,"UNI22","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,1,0,1,1,0,1,0,4,0,NA,NA,0,0,1
377,"UNI19","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,0,0,0,1,1,4,1,0,1,0,0,1
378,"UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","Non-UKRN",1,1,1,0,0,0,1,1,1,5,1,0,1,0,0,1
379,"UNI22","Full-time","No","Year 2","3","psychology with developmental disorders","No","female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
380,"UNI20","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,5,0,NA,NA,1,1,1
381,"UNI22","Full-time","No","Year 1","3","Psychology with behavioural analysis","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,0,1,3,1,0,1,0,0,1
382,"UNI21","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,0,1,1,0,1,0,1,4,0,NA,NA,0,0,1
383,"UKRN05","Full-time","Other (Please specify)","Year 1","3","BSc psychology ","Yes","Female","UKRN",1,0,0,1,0,1,0,1,1,4,0,NA,NA,0,0,1
384,"UNI24","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,0,1,1,0,0,1,1,1,5,1,1,0,0,0,1
385,"UNI24","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female ","Non-UKRN",1,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
386,"UNI24","Full-time","No","Year 2","3","Psychology ","No","Female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1
387,"UNI24","Full-time","Other (Please specify)","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,0,0,1,0,1,0,4,0,NA,NA,0,0,1
388,"UNI24","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,0,1,1,0,1,0,0,1,4,0,NA,NA,1,0,1
389,"UNI24","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,0,0,1
390,"UNI24","Full-time","No","Year 1","3","Psychology and Criminology","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,NA,0,0,1
391,"UNI24","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,0,0,1
392,"UNI24","Full-time","Yes","Year 1","3","Psychology of sport","Yes","Male","Non-UKRN",1,1,0,1,0,0,1,0,0,3,0,NA,NA,0,0,1
393,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,NA,0,0,1
394,"UNI24","Full-time","No","Year 1","1","Media Psychology","No","Male","Non-UKRN",1,1,0,1,0,1,1,1,1,6,0,NA,NA,0,0,1
395,"UNI24","Full-time","No","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,1,1,1,1,0,1,1,1,7,0,NA,NA,1,0,1
396,"UNI24","Full-time","No","Year 1","3","Psychology of Human and Animal Behaviour","No","Female","Non-UKRN",1,1,0,1,0,1,1,0,1,5,0,NA,NA,0,0,1
397,"UNI22","Full-time","No","Year 2","3","Psychology with Behaviour Analysis","Yes","Female","Non-UKRN",1,0,0,0,1,1,0,1,0,3,0,NA,NA,0,0,1
398,"UNI21","Full-time","Yes","Year 2","4","Psychology of Ageing","Yes","Female ","Non-UKRN",1,0,0,1,0,0,0,0,0,1,0,NA,NA,0,0,1
399,"UNI24","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,1,0,0,0,0,1,0,1,3,0,NA,NA,0,0,1
400,"UKRN03","Full-time","No","Year 1","3","Bsc Psychology","Yes","Female","UKRN",1,1,0,1,0,1,0,0,0,3,0,NA,NA,0,0,1
401,"UNI19","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,1,0,1,1,1,6,0,NA,NA,0,0,1
402,"UKRN03","Full-time","No","Year 2","3","Criminology and Psychology","Yes","Female ","UKRN",1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
403,"UNI19","Full-time","Yes","Year 2","3","BSc Hons Psychology ","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,1,1,2,0,NA,NA,0,1,1
404,"UKRN03","Full-time","No","Year 1","3","Psychology Bsc (Hons)","No","Female","UKRN",1,1,0,0,1,0,0,1,0,3,0,NA,NA,0,0,1
405,"UKRN03","Full-time","No","Final Year","3","BSc (hons) Psychology","No","Woman","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
406,"UKRN03","Full-time","No","Year 1","4","MPsych Hons ","Yes","Female","UKRN",1,1,0,0,0,1,0,1,1,4,0,NA,NA,1,1,1
407,"UNI24","Full-time","No","Year 2","3","Psychology and Criminology","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,0,1,3,0,NA,NA,0,0,1
408,"UKRN03","Full-time","Other (Please specify)","Year 1","4","Psychology and French Studies","Yes","Female ","UKRN",1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
409,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,1,0,1,1,0,1,0,1,5,1,1,1,0,0,1
410,"UNI21","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,1,1,4,1,1,1,0,0,1
411,"UKRN03","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female","UKRN",1,1,1,1,0,1,1,1,1,7,1,1,1,0,0,1
412,"UNI19","Full-time","No","Year 2","3","Psychology","No","female ","Non-UKRN",1,0,1,0,1,1,0,0,0,3,1,1,0,0,0,1
413,"UNI22","Full-time","No","Year 2","3","Sports psychology bsc ","No","Female ","Non-UKRN",1,1,1,0,1,1,1,1,1,7,1,0,0,0,0,1
414,"UNI25","Full-time","No","Final Year","3","Psychology with Counselling","No","Female","Non-UKRN",1,1,1,1,1,1,0,1,1,7,0,NA,NA,0,0,1
415,"UKRN03","Full-time","No","Year 1","3","BA (hons) Psychology","Yes","Female","UKRN",1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
416,"UNI24","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,1,1,4,0,NA,NA,0,0,1
417,"UKRN03","Full-time","Other (Please specify)","Year 1","4","Psychology and Spanish studies ","No","Female ","UKRN",1,1,0,1,0,0,1,0,1,4,1,0,NA,0,0,1
418,"UNI25","Full-time","Other (Please specify)","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,1,0,0,1,1,5,1,1,0,0,1,1
419,"UNI24","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,NA,0,0,1
420,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,0,0,0,1,1,0,1,0,3,1,1,NA,1,1,1
421,"UKRN03","Full-time","No","Year 1","3","Psychology ","No","Female","UKRN",1,1,0,1,1,1,1,0,1,6,0,NA,NA,0,0,1
422,"UNI25","Full-time","No","Final Year","3","Psychology with counselling ","Yes","Female ","Non-UKRN",1,0,0,1,0,0,1,0,1,3,1,0,NA,0,0,1
423,"UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,0,1,1,0,0,1,1,5,1,1,1,0,1,1
424,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,1,0,1,1,0,1,1,1,6,1,1,1,0,1,1
425,"UKRN03","Full-time","No","Final Year","3","BA Management and Psychology","No","Female","UKRN",1,1,1,0,1,1,1,0,1,6,0,NA,NA,0,0,1
426,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,1,1,0,1,1,0,1,0,5,1,1,1,0,0,1
427,"UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,0,1,0,0,1,1,0,0,3,1,1,1,0,1,1
428,"UNI22","Full-time","No","Year 2","3","Psychology with Counselling","No","Female","Non-UKRN",1,0,0,1,0,0,1,0,1,3,1,1,0,0,0,1
429,"UKRN03","Full-time","No","Year 1","3","Bachelor of Science in Psychology and Linguistics ","No","Male","UKRN",1,1,0,1,1,0,0,1,1,5,1,0,0,0,0,1
430,"UNI25","Full-time","No","Year 2","3","Psychology with Counselling","Yes","Female","Non-UKRN",1,1,1,0,0,1,0,0,0,3,1,1,0,1,1,1
431,"UNI21","Full-time","Yes","Placement Year","3","BSC Psychology","Yes","female","Non-UKRN",1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1
432,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,0,0,1,0,1,1,5,1,1,1,0,0,1
433,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,0,0,1,0,0,0,1,1,3,1,1,1,0,0,1
434,"UNI25","Full-time","No","Final Year","3","Psychology BSc","Yes","","Non-UKRN",1,0,0,1,0,0,0,1,1,3,1,0,1,0,0,1
435,"UNI21","Full-time","Yes","Year 1","3","Psychology BSC","No","female","Non-UKRN",1,1,0,1,0,1,0,1,1,5,0,NA,NA,0,0,1
436,"UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
437,"UNI24","Full-time","No","Final Year","3","Psychology and Criminology ","Yes","Female","Non-UKRN",1,1,1,1,1,1,0,0,1,6,0,NA,NA,0,0,1
438,"UKRN03","Full-time","No","Year 1","3","psychology ","Yes","female","UKRN",1,1,1,0,1,1,0,1,1,6,0,NA,NA,0,0,1
439,"UKRN03","Full-time","No","Year 1","3","BA (Hons) Criminology and Psychology ","No","Female","UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,NA,1,0,1
440,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,0,1,0,1,1,1,0,0,4,1,1,1,0,0,1
441,"UNI20","Full-time","Other (Please specify)","Placement Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,0,0,4,0,NA,NA,1,0,1
442,"UNI25","Full-time","No","Year 1","3","Psychology with Counselling ","No","Female ","Non-UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,NA,0,0,1
443,"UKRN03","Full-time","No","Year 1","3","BCs Psychology","Yes","Female","UKRN",1,0,0,1,1,0,1,0,1,4,1,1,1,0,0,1
444,"UNI21","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,0,1,5,1,0,0,0,0,1
445,"UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female ","UKRN",1,1,1,1,1,1,0,1,0,6,1,1,1,0,0,1
446,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,NA,0,0,1
447,"UKRN03","Full-time","No","Year 2","3","Psychology","Yes","female","UKRN",1,1,0,1,0,0,0,0,1,3,1,1,NA,0,1,1
448,"UNI24","Full-time","No","Year 1","3","Psychology Bsc","No","Female","Non-UKRN",1,1,1,0,1,1,1,1,1,7,0,NA,NA,0,0,1
449,"UNI22","Full-time","No","Year 1","3","Psychology ","Yes","Female","Non-UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,NA,0,0,1
450,"UNI21","Full-time","Other (Please specify)","Year 2","3","BcS Psychology","No","Female","Non-UKRN",1,0,0,1,0,1,1,1,0,4,0,NA,NA,0,0,1
451,"UNI19","Full-time","No","Final Year","3","Psychology (PX)","Yes","Non-Binary","Non-UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,NA,1,0,1
452,"UKRN03","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,1,1,1,1
453,"UNI22","Full-time","No","Year 2","3","Sport and Exercise Psychology","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,NA,1,0,1
454,"UNI21","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,1,1,4,1,1,0,0,0,1
455,"UNI22","Full-time","No","Year 1","3","Psychology with Counselling ","Yes","Female ","Non-UKRN",1,1,1,1,0,0,1,0,1,5,1,1,NA,0,1,1
456,"UNI20","Full-time","Yes","Year 1","3","Bcs hons psychology ","Yes","female","Non-UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,0,0,1
457,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,0,1,1,0,1,1,6,1,1,1,0,0,1
458,"UKRN03","Full-time","No","Year 2","3","BSc (Hons) Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
459,"UNI25","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,1,1,0,0,0,0,1,1,4,0,NA,NA,0,0,1
460,"UNI24","Full-time","No","Final Year","3","Psychology and Criminology BSc","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,1
461,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc Psychology","No","Female","Non-UKRN",1,1,1,1,0,1,1,0,1,6,1,1,0,0,0,1
462,"UNI24","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,0,1,1,1,1,0,5,0,NA,NA,1,0,1
463,"UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Male","Non-UKRN",1,1,0,1,1,0,1,0,1,5,1,1,1,1,0,1
464,"UKRN03","Full-time","No","Year 2","4","Psychology (Study Abroad) BSc","Yes","Female","UKRN",1,1,1,1,0,0,1,0,1,5,1,1,0,0,0,1
465,"UKRN03","Full-time","No","Year 2","3","management and psychology joint honors","Yes","female","UKRN",1,0,0,0,0,1,0,1,0,2,0,NA,NA,0,0,1
466,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,NA,0,0,1
467,"UNI24","Full-time","No","Year 1","3","Bsc Psychology ","Yes","","Non-UKRN",1,1,1,1,1,0,0,1,1,6,1,0,NA,0,0,1
468,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,0,1,0,0,1,1,0,1,4,1,1,1,0,0,1
471,"UKRN06","Full-time","No","Year 2","3","psychology bsc","Yes","female","UKRN",1,1,1,0,1,0,0,1,1,5,1,1,1,1,1,1
472,"UKRN03","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,0,1,0,0,1,0,0,2,0,NA,NA,0,0,1
473,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology BSc","No","Female ","Non-UKRN",1,1,1,0,1,1,1,0,1,6,1,1,1,0,0,1
474,"UNI20","Full-time","Other (Please specify)","Placement Year","3","Psychology","Yes","Female","Non-UKRN",1,1,0,1,0,1,1,0,1,5,0,NA,NA,0,0,1
475,"UNI24","Full-time","No","Year 1","3","psychology of sport","No","male","Non-UKRN",1,1,1,1,0,0,0,0,1,4,0,NA,NA,1,0,1
476,"UNI22","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,1,1,1,0,0,1,0,1,5,1,1,1,0,0,1
478,"UKRN03","Full-time","No","Final Year","3","Psychology (BSc)","Yes","Male","UKRN",1,1,1,1,1,0,1,0,1,6,1,1,1,1,1,1
479,"UKRN03","Full-time","Other (Please specify)","Year 1","4","Bsc Psychology with Study Abroad","Yes","Female","UKRN",1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1
480,"UKRN03","Full-time","No","Year 1","4","Psychology ","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,6,1,0,1,1,1,1
481,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
482,"UKRN05","Full-time","Yes","Year 1","3","BSc (Hons) Psychology","No","Female","UKRN",1,0,0,1,0,0,1,0,1,3,0,NA,NA,0,0,1
483,"UNI22","Full-time","No","Year 2","3","Psychology with criminology and the criminal justice system","No","female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1
484,"UKRN01","Full-time","Yes","Year 2","4","Psychology (BSc Hons)","Yes","Female","UKRN",1,1,1,0,0,0,1,1,0,4,1,1,1,0,1,1
485,"UNI04","Full-time","No","Year 2","3","Psychology bsc ","Yes","Female","Non-UKRN",1,1,1,1,1,0,0,1,1,6,NA,NA,NA,NA,NA,1
486,"UNI25","Full-time","Other (Please specify)","Year 2","3","Psychology with counselling","Yes","Female","Non-UKRN",1,0,0,1,1,0,0,1,1,4,0,NA,NA,0,0,1
487,"UNI24","Full-time","No","Year 2","3","Psychology","Yes","Man; Androgynous (feel free to put me in with either men or other)","Non-UKRN",1,0,1,1,1,0,1,1,1,6,1,0,0,1,0,1
488,"UNI25","Full-time","No","Final Year","3","Psychology BSc Hons","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,1
489,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,NA,0,0,1
490,"UKRN03","Full-time","No","Year 1","","Psychology (Study abroad) Bsc (Hons)","Yes","Female","UKRN",1,0,0,0,0,1,0,0,1,2,1,1,1,0,1,1
491,"UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,1,0,1,1,0,0,0,1,4,1,1,1,1,1,1
492,"UNI24","Full-time","No","Year 2","3","Single honours psychology","No","Male","Non-UKRN",1,1,1,0,1,0,0,1,0,4,1,0,0,0,0,1
493,"UNI21","Full-time","No","Year 1","3","Psychology","Yes","female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
495,"UKRN01","Full-time","Yes","Year 1","3","psychology BSC","Yes","Female","UKRN",1,1,0,1,1,0,1,1,1,6,0,NA,NA,1,0,1
496,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology ","No","Female","Non-UKRN",1,1,1,1,0,0,1,0,1,5,1,0,0,0,0,1
497,"UKRN03","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,1,1,1,1,0,0,0,1,5,1,1,0,0,0,1
498,"UNI22","Full-time","Yes","Year 1","3","Psychology with criminology and criminal justice ","Yes","Female ","Non-UKRN",1,0,0,1,0,0,1,1,1,4,0,NA,NA,0,0,1
499,"UNI20","Full-time","Yes","Year 2","3","Bsc Psychology","Yes","Female","Non-UKRN",1,1,1,0,0,1,0,1,0,4,0,NA,NA,1,0,1
500,"UKRN05","Full-time","No","Year 2","3","Sociology with Social Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
501,"UNI21","Full-time","No","Final Year","3","Psychology ","No","Female ","Non-UKRN",1,0,0,0,1,1,0,1,0,3,0,NA,NA,1,0,1
502,"UKRN05","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,0,0,1,1,0,0,1,1,4,0,NA,NA,0,0,1
503,"UKRN03","Full-time","No","Year 1","3","BA Hons Psychology and Linguistics","Yes","Female","UKRN",1,0,0,1,0,1,1,0,1,4,1,1,0,0,0,1
504,"UKRN03","Full-time","No","Year 1","3","Psychology BSc Hons","Yes","Female","UKRN",1,1,0,1,0,0,1,0,1,4,1,0,1,1,0,1
505,"UKRN03","Full-time","No","Year 1","3","Psychology","No","Male","UKRN",1,1,1,1,1,0,1,0,1,6,1,1,1,0,0,1
506,"UKRN03","Full-time","No","Final Year","4","Psychology MPsych","Yes","Male","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,0,0,1
507,"UKRN03","Full-time","No","Year 2","3","BSc Hons Psychology Full Time","Yes","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
508,"UNI21","Full-time","Yes","Year 1","3","psychology","No","female","Non-UKRN",1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,1
509,"UNI24","Full-time","No","Year 2","3","Psychology and Criminology ","No","Female ","Non-UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,NA,0,0,1
510,"UNI22","Full-time","Yes","Year 1","3","Psychology with Criminology and Criminal Justice","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,0,0,1
511,"UNI25","Full-time","No","Final Year","3","Psychology BSc Hons","Yes","Female","Non-UKRN",1,0,0,1,0,1,1,1,1,5,1,1,0,0,0,1
512,"UNI11","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,1
513,"UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
514,"UNI07","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,0,1,2,NA,NA,NA,NA,NA,1
515,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,0,1,0,0,1,1,0,0,3,1,1,NA,1,1,1
516,"UNI50","Full-time","No","Final Year","3","BsC Psychology (Hons)","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
517,"UNI50","Full-time","No","Final Year","3","Psychology with forensic psychology ","Yes","Female","Non-UKRN",1,0,0,1,1,0,0,0,1,3,1,1,0,0,0,1
518,"UNI50","Full-time","No","Year 1","3","Psychology with Clinical Psychology ","Yes","Female","Non-UKRN",1,1,0,0,1,0,0,1,1,4,0,NA,NA,0,0,1
519,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,1,0,0,1,1,0,0,4,1,1,1,0,0,1
520,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female ","Non-UKRN",1,1,0,1,0,0,1,0,1,4,1,1,0,1,1,1
521,"UNI50","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,1,1,1,0,1,1,1,1,7,1,1,0,0,0,1
522,"UNI50","Full-time","No","Final Year","3","Psychology with clinical","Yes","Male","Non-UKRN",1,1,1,1,0,0,1,0,1,5,1,1,1,0,1,1
523,"UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,0,1,0,1,1,1,1,5,1,0,0,0,0,1
524,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
525,"UNI50","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,0,0,1,1,6,1,1,0,0,1,1
526,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
527,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,0,1,0,0,1,1,1,5,1,1,0,1,0,1
528,"UNI50","Full-time","No","Year 2","3","Psychology with forensic psychology ","No","Female","Non-UKRN",1,1,0,1,1,0,0,0,1,4,0,NA,NA,0,0,1
529,"UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology ","Yes","Female","Non-UKRN",1,1,0,1,1,0,0,1,1,5,1,1,0,1,1,1
530,"UNI50","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,0,1,7,0,NA,NA,1,0,1
531,"UNI50","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,0,1,1,0,1,0,5,0,NA,NA,0,0,1
532,"UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,0,1,2,0,NA,NA,0,0,1
533,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,0,0,1,0,1,0,1,1,4,1,1,0,0,0,1
534,"UNI50","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","Non-UKRN",1,1,0,0,0,1,0,0,0,2,1,1,1,1,0,1
535,"UNI50","Full-time","No","Year 1","3","Bsc Psychology","Yes","female","Non-UKRN",1,1,1,1,0,0,1,0,1,5,0,NA,NA,0,0,1
536,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,0,1,5,1,1,0,0,0,1
537,"UNI50","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,0,1,1,1,1,1,1,0,6,0,NA,NA,0,0,1
538,"UNI50","Full-time","No","Final Year","3","Psychology BSc(Hons)","Yes","Female","Non-UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,NA,0,0,1
539,"UNI50","Full-time","No","Final Year","3","Psychology with clinical psychology ","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,1,0,2,0,NA,NA,0,0,1
540,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,0,0,0,0,1,3,1,1,0,0,0,1
